,YearStart,LocationDesc,DataValue,DataValueUnit,DataValueType,StratificationCategory1,Stratification1,Binge_Heavy,Description,Age,Question_additional_comments,DataSource,Topic,Question,Definition
60,2016,California,16.5,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
61,2016,Colorado,19.5,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
62,2016,Connecticut,18.1,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
63,2016,Delaware,18,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
64,2016,District of Columbia,24.2,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
65,2016,Florida,17,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
66,2016,Georgia,13.6,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
67,2016,Hawaii,19.6,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
68,2016,Idaho,16.9,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
69,2016,Illinois,20.7,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
70,2016,Indiana,18.5,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
71,2016,Iowa,22.5,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
72,2016,Kansas,16.8,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
73,2016,Kentucky,15.6,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
74,2016,Louisiana,17.3,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
75,2016,Maine,21.1,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
76,2016,Maryland,16.1,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
77,2016,Massachusetts,19,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
78,2016,Michigan,20.2,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
79,2016,Minnesota,22.3,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
80,2016,Mississippi,12.8,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
81,2016,Missouri,19.5,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
82,2016,Montana,20.6,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
83,2016,Nebraska,21.1,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
84,2016,Nevada,16.6,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
85,2016,New Hampshire,19.8,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
86,2016,New Jersey,17.2,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
87,2016,New Mexico,15.7,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
88,2016,New York,18.2,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
89,2016,North Carolina,15.5,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
90,2016,North Dakota,25.2,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
91,2016,Ohio,19.4,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
92,2016,Oklahoma,12.5,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
93,2016,Oregon,17.4,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
94,2016,Pennsylvania,20.9,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
95,2016,Rhode Island,16.7,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
96,2016,South Carolina,18,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
97,2016,South Dakota,20.7,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
98,2016,Tennessee,14.1,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
99,2016,Texas,17.9,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
100,2016,Utah,12,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
101,2016,Vermont,20.3,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
102,2016,Virginia,16.3,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
103,2016,Washington,17,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
104,2016,West Virginia,12.7,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
105,2016,Wisconsin,26,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
106,2016,Wyoming,19.1,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
107,2016,Guam,20.3,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
108,2016,Puerto Rico,13.4,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
109,2016,Virgin Islands,15.7,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
110,2016,United States,21.9,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
111,2016,Alabama,17.6,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
112,2016,Alaska,21,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
113,2016,Arizona,21.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
114,2016,Arkansas,20.6,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
115,2016,California,21.5,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
116,2016,Colorado,24.2,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
117,2016,Connecticut,21.9,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
118,2016,Delaware,20.6,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
119,2016,District of Columbia,30.5,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
120,2016,Florida,20.1,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
121,2016,Georgia,17.4,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
122,2016,Hawaii,24.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
123,2016,Idaho,20.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
124,2016,Illinois,25.6,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
125,2016,Indiana,23.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
126,2016,Iowa,27.1,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
127,2016,Kansas,21.8,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
128,2016,Kentucky,20.5,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
129,2016,Louisiana,22.4,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
130,2016,Maine,23.4,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
131,2016,Maryland,19.5,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
132,2016,Massachusetts,22.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
133,2016,Michigan,24,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
134,2016,Minnesota,26.5,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
135,2016,Mississippi,18,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
136,2016,Missouri,23.6,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
137,2016,Montana,24.9,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
138,2016,Nebraska,27.2,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
139,2016,Nevada,20,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
140,2016,New Hampshire,23.1,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
141,2016,New Jersey,20.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
142,2016,New Mexico,20.8,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
143,2016,New York,22.7,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
144,2016,North Carolina,18.9,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
145,2016,North Dakota,32.1,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
146,2016,Ohio,23.5,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
147,2016,Oklahoma,16.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
148,2016,Oregon,20.8,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
149,2016,Pennsylvania,25.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
150,2016,Rhode Island,21,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
151,2016,South Carolina,22.9,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
152,2016,South Dakota,24.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
153,2016,Tennessee,16.6,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
154,2016,Texas,24.4,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
155,2016,Utah,16.7,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
156,2016,Vermont,23.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
157,2016,Virginia,20.2,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
158,2016,Washington,20.7,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
159,2016,West Virginia,16.8,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
160,2016,Wisconsin,29.7,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
161,2016,Wyoming,24.2,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
162,2016,Guam,29.8,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
163,2016,Puerto Rico,18.1,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
