YearStart,YearEnd,LocationAbbr,LocationDesc,Question,DataValueUnit,DataValueTypeID,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1
2014,2014,CA,California,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,9.7,9.7, ,8.5,10.9,Race/Ethnicity,"Black, non-Hispanic","(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,RACE,BLK
2014,2014,CA,California,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,7.9,7.9, ,7.5,8.3,Gender,Female,"(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,GENDER,GENF
2014,2014,CA,California,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,17,17, ,16.2,17.8,Race/Ethnicity,Hispanic,"(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,RACE,HIS
2014,2014,CA,California,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,16.3,16.3, ,15.8,16.9,Gender,Male,"(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,GENDER,GENM
2014,2014,CA,California,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,12,12, ,11.6,12.3,Overall,Overall,"(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,OVERALL,OVR
2014,2014,CA,California,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,12.5,12.5, ,12,13,Race/Ethnicity,"White, non-Hispanic","(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,RACE,WHT
2014,2014,CO,Colorado,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,56.1,56.1, ,33.2,88.6,Race/Ethnicity,American Indian or Alaska Native,"(38.843840757000464, -106.13361092099967)",ALC,ALC6_0,8,RACE,AIAN
2014,2014,CO,Colorado,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,"(38.843840757000464, -106.13361092099967)",ALC,ALC6_0,8,RACE,API
2014,2014,CO,Colorado,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic","(38.843840757000464, -106.13361092099967)",ALC,ALC6_0,8,RACE,BLK
2014,2014,CO,Colorado,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,10,10, ,8.8,11.2,Gender,Female,"(38.843840757000464, -106.13361092099967)",ALC,ALC6_0,8,GENDER,GENF
2014,2014,CO,Colorado,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,26.4,26.4, ,22.8,30,Race/Ethnicity,Hispanic,"(38.843840757000464, -106.13361092099967)",ALC,ALC6_0,8,RACE,HIS
2014,2014,CO,Colorado,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,15.5,15.5, ,14,17,Gender,Male,"(38.843840757000464, -106.13361092099967)",ALC,ALC6_0,8,GENDER,GENM
2014,2014,CO,Colorado,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,12.7,12.7, ,11.8,13.7,Overall,Overall,"(38.843840757000464, -106.13361092099967)",ALC,ALC6_0,8,OVERALL,OVR
2014,2014,CO,Colorado,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,10.6,10.6, ,9.6,11.5,Race/Ethnicity,"White, non-Hispanic","(38.843840757000464, -106.13361092099967)",ALC,ALC6_0,8,RACE,WHT
2014,2014,CT,Connecticut,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,"(41.56266102000046, -72.64984095199964)",ALC,ALC6_0,9,RACE,AIAN
2014,2014,CT,Connecticut,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,"(41.56266102000046, -72.64984095199964)",ALC,ALC6_0,9,RACE,API
2014,2014,CT,Connecticut,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,6.8,6.8, ,4.3,10.2,Race/Ethnicity,"Black, non-Hispanic","(41.56266102000046, -72.64984095199964)",ALC,ALC6_0,9,RACE,BLK
2014,2014,CT,Connecticut,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,5.8,5.8, ,4.8,6.8,Gender,Female,"(41.56266102000046, -72.64984095199964)",ALC,ALC6_0,9,GENDER,GENF
2014,2014,CT,Connecticut,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,10.2,10.2, ,7,14.3,Race/Ethnicity,Hispanic,"(41.56266102000046, -72.64984095199964)",ALC,ALC6_0,9,RACE,HIS
2014,2014,CT,Connecticut,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,11.5,11.5, ,10,13,Gender,Male,"(41.56266102000046, -72.64984095199964)",ALC,ALC6_0,9,GENDER,GENM
2014,2014,CT,Connecticut,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,8.5,8.5, ,7.6,9.4,Overall,Overall,"(41.56266102000046, -72.64984095199964)",ALC,ALC6_0,9,OVERALL,OVR
2014,2014,CT,Connecticut,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,8.8,8.8, ,7.8,9.9,Race/Ethnicity,"White, non-Hispanic","(41.56266102000046, -72.64984095199964)",ALC,ALC6_0,9,RACE,WHT
2014,2014,DC,District of Columbia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,"(38.907192, -77.036871)",ALC,ALC6_0,11,RACE,AIAN
2014,2014,DC,District of Columbia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,"(38.907192, -77.036871)",ALC,ALC6_0,11,RACE,API
2014,2014,DC,District of Columbia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,8.6,8.6, ,5.9,12.1,Race/Ethnicity,"Black, non-Hispanic","(38.907192, -77.036871)",ALC,ALC6_0,11,RACE,BLK
2014,2014,DC,District of Columbia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Gender,Female,"(38.907192, -77.036871)",ALC,ALC6_0,11,GENDER,GENF
2014,2014,IL,Illinois,Chronic liver disease mortality,,NMBR,Number,164,164, ,,,Race/Ethnicity,Hispanic,"(40.48501028300046, -88.99771017799969)",ALC,ALC6_0,17,RACE,HIS
2014,2014,DC,District of Columbia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,"(38.907192, -77.036871)",ALC,ALC6_0,11,RACE,HIS
2014,2014,DC,District of Columbia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,10.8,10.8, ,7.3,15.4,Gender,Male,"(38.907192, -77.036871)",ALC,ALC6_0,11,GENDER,GENM
2014,2014,DC,District of Columbia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,7.7,7.7, ,5.6,10.2,Overall,Overall,"(38.907192, -77.036871)",ALC,ALC6_0,11,OVERALL,OVR
2014,2014,DC,District of Columbia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic","(38.907192, -77.036871)",ALC,ALC6_0,11,RACE,WHT
2014,2014,DE,Delaware,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,"(39.008830667000495, -75.57774116799965)",ALC,ALC6_0,10,RACE,AIAN
2014,2014,DE,Delaware,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,"(39.008830667000495, -75.57774116799965)",ALC,ALC6_0,10,RACE,API
2014,2014,DE,Delaware,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic","(39.008830667000495, -75.57774116799965)",ALC,ALC6_0,10,RACE,BLK
2014,2014,DE,Delaware,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,6.9,6.9, ,5,9.3,Gender,Female,"(39.008830667000495, -75.57774116799965)",ALC,ALC6_0,10,GENDER,GENF
2014,2014,DE,Delaware,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,"(39.008830667000495, -75.57774116799965)",ALC,ALC6_0,10,RACE,HIS
2014,2014,DE,Delaware,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,12.1,12.1, ,9.3,15.6,Gender,Male,"(39.008830667000495, -75.57774116799965)",ALC,ALC6_0,10,GENDER,GENM
2014,2014,DE,Delaware,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,9.3,9.3, ,7.5,11,Overall,Overall,"(39.008830667000495, -75.57774116799965)",ALC,ALC6_0,10,OVERALL,OVR
2014,2014,DE,Delaware,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,10.1,10.1, ,8,12.4,Race/Ethnicity,"White, non-Hispanic","(39.008830667000495, -75.57774116799965)",ALC,ALC6_0,10,RACE,WHT
2014,2014,FL,Florida,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,"(28.932040377000476, -81.92896053899966)",ALC,ALC6_0,12,RACE,AIAN
2014,2014,FL,Florida,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,"(28.932040377000476, -81.92896053899966)",ALC,ALC6_0,12,RACE,API
2014,2014,FL,Florida,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,5.3,5.3, ,4.4,6.1,Race/Ethnicity,"Black, non-Hispanic","(28.932040377000476, -81.92896053899966)",ALC,ALC6_0,12,RACE,BLK
2014,2014,FL,Florida,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,8,8, ,7.5,8.5,Gender,Female,"(28.932040377000476, -81.92896053899966)",ALC,ALC6_0,12,GENDER,GENF
2014,2014,FL,Florida,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,8,8, ,7.2,8.8,Race/Ethnicity,Hispanic,"(28.932040377000476, -81.92896053899966)",ALC,ALC6_0,12,RACE,HIS
2014,2014,FL,Florida,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,16.2,16.2, ,15.4,16.9,Gender,Male,"(28.932040377000476, -81.92896053899966)",ALC,ALC6_0,12,GENDER,GENM
2014,2014,FL,Florida,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,11.8,11.8, ,11.4,12.3,Overall,Overall,"(28.932040377000476, -81.92896053899966)",ALC,ALC6_0,12,OVERALL,OVR
2014,2014,FL,Florida,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,15.1,15.1, ,14.5,15.8,Race/Ethnicity,"White, non-Hispanic","(28.932040377000476, -81.92896053899966)",ALC,ALC6_0,12,RACE,WHT
2014,2014,GA,Georgia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,"(32.83968109300048, -83.62758034599966)",ALC,ALC6_0,13,RACE,AIAN
2014,2014,IL,Illinois,Chronic liver disease mortality,,NMBR,Number,846,846, ,,,Gender,Male,"(40.48501028300046, -88.99771017799969)",ALC,ALC6_0,17,GENDER,GENM
2014,2014,GA,Georgia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,"(32.83968109300048, -83.62758034599966)",ALC,ALC6_0,13,RACE,API
2014,2014,GA,Georgia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,5.8,5.8, ,4.9,6.7,Race/Ethnicity,"Black, non-Hispanic","(32.83968109300048, -83.62758034599966)",ALC,ALC6_0,13,RACE,BLK
2014,2014,GA,Georgia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,5.9,5.9, ,5.3,6.6,Gender,Female,"(32.83968109300048, -83.62758034599966)",ALC,ALC6_0,13,GENDER,GENF
2014,2014,GA,Georgia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,4.9,4.9, ,2.8,7.9,Race/Ethnicity,Hispanic,"(32.83968109300048, -83.62758034599966)",ALC,ALC6_0,13,RACE,HIS
2014,2014,GA,Georgia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,11.6,11.6, ,10.6,12.5,Gender,Male,"(32.83968109300048, -83.62758034599966)",ALC,ALC6_0,13,GENDER,GENM
2014,2014,GA,Georgia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,8.6,8.6, ,8,9.1,Overall,Overall,"(32.83968109300048, -83.62758034599966)",ALC,ALC6_0,13,OVERALL,OVR
2014,2014,GA,Georgia,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,10.2,10.2, ,9.5,11,Race/Ethnicity,"White, non-Hispanic","(32.83968109300048, -83.62758034599966)",ALC,ALC6_0,13,RACE,WHT
2014,2014,HI,Hawaii,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,"(21.304850435000446, -157.85774940299973)",ALC,ALC6_0,15,RACE,AIAN
2014,2014,HI,Hawaii,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,4.6,4.6, ,3.4,6.1,Race/Ethnicity,Asian or Pacific Islander,"(21.304850435000446, -157.85774940299973)",ALC,ALC6_0,15,RACE,API
2014,2014,HI,Hawaii,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic","(21.304850435000446, -157.85774940299973)",ALC,ALC6_0,15,RACE,BLK
2014,2014,HI,Hawaii,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,4.7,4.7, ,3.3,6.5,Gender,Female,"(21.304850435000446, -157.85774940299973)",ALC,ALC6_0,15,GENDER,GENF
2014,2014,HI,Hawaii,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,"(21.304850435000446, -157.85774940299973)",ALC,ALC6_0,15,RACE,HIS
2014,2014,HI,Hawaii,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,9.2,9.2, ,7.2,11.7,Gender,Male,"(21.304850435000446, -157.85774940299973)",ALC,ALC6_0,15,GENDER,GENM
2014,2014,HI,Hawaii,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,6.9,6.9, ,5.6,8.2,Overall,Overall,"(21.304850435000446, -157.85774940299973)",ALC,ALC6_0,15,OVERALL,OVR
2014,2014,HI,Hawaii,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,10.8,10.8, ,7.9,14.4,Race/Ethnicity,"White, non-Hispanic","(21.304850435000446, -157.85774940299973)",ALC,ALC6_0,15,RACE,WHT
